,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO
983,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN,295.0,39.22
984,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,84.41
985,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2
986,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON",3450.74,1216.54
987,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0,78.65
988,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC",2256.35,0.0
989,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,260.2
990,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM",745.0,0.0
991,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM",864.2,0.0
992,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
993,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,693.77
994,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99
995,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA,3213.0,0.0
996,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,0.0
997,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,313.65
998,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,0.0
999,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,0.0
1000,"TUS INOX 5/16""ØX30CM 1000W 127V ""U""",497.89,42.8
1001,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,0.0
1002,BOB 8020 CAL.19 1612W 127V CER-10CANALES,647.0,100.13
1003,BOB 8020 CAL.19 1612W 127V CER-8CANALES,647.0,894.91
1004,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",562.5,0.0
1005,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2
1006,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,764.39,137.83
1007,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,941.77,203.69
1008,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,669.35,126.54
1009,BAN P INOX 75MMX254MM 350W 127V T/TOR,863.0,68.35
1010,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,388.11
1011,BAN P INOX 75MMX254MM 350W 127V T/TOR,901.5,68.35
1012,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,330.66
1013,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,331.61
1014,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1388.82
1015,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1016,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,0.0
1017,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS",817.89,0.0
1018,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0
1019,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,77.13
1020,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",1784.35,0.0
1021,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM",657.58,107.5
1022,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",779.5,158.36
1023,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,435.72,265.64
1024,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1025,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",327.59,57.6
1026,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA",1250.0,0.0
1027,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0
1028,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR",596.0,0.0
1029,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",699.5,286.59
1030,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,168.4
1031,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65
1032,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,500.0,265.64
1033,REPARACION MARCADORA DE LLANTAS,960.34,91.4
1034,REPARACION DE SELLADORA DE 30CM,772.0,0.0
1035,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA",4972.3,0.0
1036,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO",1385.0,0.0
1037,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",1848.9,406.12
1038,"TUB INOX 1/2X903mm 3000W 120V BUSHING""",1209.8,0.0
1039,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,0.0
1040,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM",528.89,0.0
1041,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1042,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23
1043,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,955.68
1044,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,264.0,97.49
1045,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC",2660.9,0.0
1046,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8""",22417.6,0.0
1047,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
1048,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,0.0
1049,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA",556.7,0.0
1050,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR",1103.45,0.0
1051,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP",930.0,0.0
1052,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA",845.29,0.0
1053,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO""",2465.0,0.0
1054,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,130.97
1055,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,0.0
1056,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",918.0,0.0
1057,"TUB INOX 1/2""ØX360MM 1500W 480V ESP",915.0,0.0
1058,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR",715.65,0.0
1059,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO,515.0,0.0
1060,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE",2375.5,438.39
1061,TUE Ø 8 MM X 303 APROX 5000 W 220 V,2080.85,523.53
1062,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA",1899.18,164.55
1063,REPARACION TUBO PYREX 7.2 OHMS,3298.28,33387.05
1064,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65
1065,"BOQUILLA 11/2X1""1/2"" 300W 240V""",442.75,253.0
1066,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1067,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
1068,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0
1069,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB",763.0,0.0
1070,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF",845.0,0.0
1071,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1072,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1073,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1074,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68
1075,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1076,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,7780.0,816.73
1077,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,7780.0,930.34
1078,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1079,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0
1080,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,1853.25,1116.84
1081,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,852.53,0.0
1082,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1790.5,155.35
1083,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",1900.0,253.99
1084,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1280.14,0.0
1085,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,0.0
1086,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,732.0,0.0
1087,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS",1800.0,0.0
1088,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON",1086.23,0.0
1089,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM",699.38,0.0
1090,"PRECALENTADOR 2""Øx61/2""  500W127V",3220.0,667.91
1091,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT",5790.0,0.0
1092,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1093,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,288.77
1094,TIRA INOX 38MMX45CM 750W220V TER/TIPO H,582.13,0.0
1095,BAN INOX 260MMØX35MM 1000W 440V EXT30CM,773.06,0.0
1096,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR,6.54,6.0
1097,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,50.94
1098,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI",1102.75,0.0
1099,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1100,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN",1330.35,0.0
1101,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC",17393.06,0.0
1102,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9
1103,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO",1283.8,0.0
1104,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0
1105,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM",581.46,0.0
1106,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM",555.06,0.0
1107,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",3545.43,800.35
1108,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP",1370.74,0.0
1109,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS",1018.0,0.0
1110,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30",817.79,0.0
1111,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE",530.64,0.0
1112,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0
1113,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",210.0,90.91
1114,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",305.5,113.59
1115,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1116,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR",965.4,0.0
1117,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,236.6
1118,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",398.0,0.0
1119,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T,1157.93,0.0
1120,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V",4500.0,0.0
1121,BAN P COMUN 24MMØX108CM 1750W220V T/TORN,699.52,0.0
1122,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
1123,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,0.0
1124,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1125,REPARACION MUFLA DE 3600W 230V,2533.27,0.0
1126,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22
1127,BAN P INOX 155MMX80MM 343W 220V EXT30CM,772.6,0.0
1128,"BOQUILLA 2X2""  350W 240V""",462.07,220.0
1129,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V,1194.66,0.0
1130,BAN INOX 298MMØX50MM 1500W 240V T/TOR,932.0,0.0
1131,BAN INOX DE 176MMØX100MM 2000W 240V T/TO,730.8,0.0
1132,REPARACION HORNO 1000W 110V,1911.0,0.0
1133,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,600.03
1134,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,0.0
1135,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH",1127.46,0.0
1136,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,2392.5
1137,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,421.11
1138,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",675.97,89.76
1139,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34
1140,"TUB ""J"" Ø 3/8 X 1155 MM TOTAL 2400 W 440",1677.0,0.0
1141,"TU ""J"" Ø 3/8 X 1155 MM 2400W 440V TERMOS",2445.0,0.0
1142,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI",698.0,0.0
1143,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,0.0
1144,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,640.51
1145,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,0.0
1146,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA",619.5,0.0
1147,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD",699.5,0.0
1148,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",650.0,316.45
1149,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,0.0
1150,CARTUCHO 8MMØ X290MM 500W 220V,415.0,0.0
1151,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,124.77
1152,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,0.0
1153,CARTUCHO DE 8MM X 590MM LONG. 500W 220V,708.0,0.0
1154,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,0.0
1155,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V""",1615.25,0.0
1156,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,586.32
1157,BAN P INOX 121MMX121MM 250W 240V ESP,662.57,0.0
1158,BAN P INOX 255MMX120MM 1250W 240V T/TOR,815.07,0.0
1159,BAN P INOX 260MMX186MM 1800W 240V T/TOR,876.98,0.0
1160,BAN P INOX 120MMX47.5MMX23MM 250W 240V T,588.0,0.0
1161,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45
1162,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63
1163,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,203.69
1164,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1165,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,127.62
1166,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,1119.39
1167,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",670.69,331.33
1168,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL",1466.21,379.55
1169,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT,1026.8,82.34
1170,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M,1165.0,245.96
1171,REPARACION DE TERMINALES DE CARTUCHO,485.0,67.84
1172,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2""",5765.49,2496.65
1173,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,982.4
1174,PISTOLA DE AIRE 3500W 220V,720.0,130.12
1175,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,78.68
1176,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84
1177,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84
1178,BAN INOX 225MMØX39MM 400W 127V EXT30CM,906.05,117.24
1179,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",609.84,173.0
1180,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,222.0
1181,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",353.45,57.6
1182,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING",925.0,218.33
1183,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA,805.5,57.07
1184,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",553.0,0.0
1185,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,0.0
1186,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62
1187,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM",565.4,90.42
1188,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1219.74,251.37
1189,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",1022.67,213.77
1190,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1386.16,291.33
1191,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0,89.76
1192,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0,72.34
1193,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0,150.44
1194,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0,53.71
1195,BAN P INOX 178MMX110MMX150MM 500W240V,852.0,108.81
1196,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,472.22
1197,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2,170.55
1198,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",1642.35,0.0
1199,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2,0.0
1200,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45,166.83
1201,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1202,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1203,BC INOX 137MMØX100MM 1800W 240V BLOCK,2529.4,663.12
1204,BAN P INOX 45MMX200MM 350W 240V EXT30CM,608.36,0.0
1205,BAN P INOX 70MMX122MM 350W 240V EXT30CM,636.38,0.0
1206,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",1070.6,0.0
1207,"BOQUILLA 2X2""  350W 240V""",462.0,300.0
1208,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1209,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",545.0,0.0
1210,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",585.0,53.33
1211,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,488.0,126.71
1212,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",1098.74,235.35
1213,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25,277.2
1214,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5,145.23
1215,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45,1047.18
1216,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,265.64
1217,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2
1218,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1219,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",378.26,99.22
1220,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0
1221,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.68
1222,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62
1223,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69,78.38
1224,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1225,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1226,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,1721.28
1227,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5,63.09
1228,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1229,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",623.37,69.55
1230,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.95
1231,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.68,265.64
1232,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25,81.99
1233,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",986.0,0.0
1234,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,545.0,63.37
1235,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55
1236,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,175.31,76.08
1237,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,611.8,211.36
1238,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",9499.6,0.0
1239,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1240,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2
1241,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,127.11
1242,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",812.93,0.0
1243,REPARACION DE TANQUE DE BAÑO MARIA 127V,1364.0,0.0
1244,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1245,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45
1246,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63
1247,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,0.0
1248,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1249,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",669.55,98.82
1250,"TUB INOX 5/16""x625mm 950W 220V U",669.55,112.34
1251,"TUB INOX. 5/16 Øx625mm 850W,220V U",669.55,99.83
1252,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0
1253,REPARACION DE HORNO LINDBERG/BLUE M,17450.0,0.2
1254,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,51.36
1255,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,68.2
1256,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2566.15,1164.2
1257,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",2042.41,0.0
1258,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",486.0,18.45
1259,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",1532.05,339.91
1260,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0
1261,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,676.87
1262,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,278.0
1263,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",325.0,96.83
1264,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",635.97,89.76
1265,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34
1266,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",439.66,420.67
1267,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,401.65
1268,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,385.09
1269,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,316.19
1270,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",900.0,0.0
1271,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",945.0,518.43
1272,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,2914.4,469.53
1273,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,951.04,208.88
1274,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,120.0,0.0
1275,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",1086.48,67.56
1276,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1277,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,0.0
1278,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",1417.1,0.0
1279,PISTOLA DE AIRE 3500W 220V,720.0,129.7
1280,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,863.14,257.11
1281,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",650.0,325.78
1282,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9
1283,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",610.0,197.83
1284,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",610.0,178.15
1285,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",610.0,171.15
1286,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.13,48.2
1287,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",165.51,48.1
1288,PLACAS DE FIBRA CERAMICA BARRENADAS,27808.0,0.0
1289,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",519.0,78.24
1290,REPARACION DE BOBINA 1800W 240V,993.12,42.65
1291,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",1366.13,394.88
1292,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,0.0
1293,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,129.28
1294,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,153.85
1295,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",1699.0,0.0
1296,REPARACION DE BATIDOR 16.6KW 440V,14000.0,0.0
1297,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",6591.1,1541.46
1298,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",1289.0,519.45
1299,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.5,331.49
1300,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,462.0,153.85
1301,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",1223.38,264.62
1302,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,199.05
1303,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1270.84,0.0
