,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
2201,2006-02-24,Parking,Venta,Barcelona,135.0,764505.0,2006-06-10,Pedro
2204,2006-02-27,Industrial,Venta,Lleida,166.0,685082.0,2007-02-02,Joaquín
2205,2006-02-28,Casa,Venta,Girona,121.0,1002122.0,2006-07-13,Pedro
2206,2006-02-28,Casa,Venta,Barcelona,281.0,2577332.0,2006-07-03,Carmen
2207,2006-02-28,Industrial,Venta,Tarragona,100.0,888900.0,2006-08-02,Joaquín
2210,2006-03-01,Local,Venta,Lleida,146.0,1095146.0,2006-10-21,María
2211,2006-03-01,Local,Venta,Barcelona,287.0,1351196.0,2006-06-18,Jesús
2213,2006-03-02,Industrial,Venta,Girona,249.0,1882440.0,2006-12-16,Carmen
2216,2006-03-03,Local,Venta,Tarragona,130.0,703950.0,2006-10-28,María
2221,2006-03-04,Industrial,Venta,Girona,201.0,1929198.0,2006-08-16,María
2223,2006-03-05,Parking,Venta,Barcelona,293.0,1996209.0,2006-07-26,Jesús
2224,2006-03-05,Suelo,Venta,Tarragona,243.0,1552041.0,2006-12-03,Luisa
2226,2006-03-06,Casa,Venta,Girona,131.0,732028.0,2006-07-04,Pedro
2227,2006-03-06,Suelo,Venta,Tarragona,176.0,1463264.0,2006-12-21,Pedro
2231,2006-03-07,Parking,Venta,Barcelona,227.0,2257515.0,2007-02-06,Luisa
2234,2006-03-08,Suelo,Venta,Barcelona,62.0,500836.0,2007-02-16,Joaquín
2235,2006-03-08,Piso,Venta,Tarragona,138.0,1343844.0,2007-01-01,Carmen
2236,2006-03-08,Industrial,Venta,Tarragona,248.0,1460224.0,2007-01-26,María
2239,2006-03-09,Casa,Venta,Girona,52.0,503828.0,2006-09-26,Jesús
2241,2006-03-11,Industrial,Venta,Tarragona,84.0,708792.0,2007-02-26,Luisa
2247,2006-03-13,Casa,Venta,Barcelona,143.0,616044.0,2007-01-19,Carmen
2248,2006-03-14,Suelo,Venta,Girona,229.0,1243699.0,2007-02-11,María
2251,2006-03-15,Parking,Venta,Lleida,48.0,400512.0,2006-07-22,Pedro
2252,2006-03-16,Piso,Venta,Tarragona,258.0,1646556.0,2006-11-30,Carmen
2261,2006-03-20,Piso,Venta,Tarragona,199.0,1685729.0,2006-12-27,Luisa
2266,2006-03-21,Local,Venta,Barcelona,151.0,776442.0,2006-08-21,Jesús
2268,2006-03-23,Industrial,Venta,Tarragona,185.0,867465.0,2007-02-05,María
2274,2006-03-26,Suelo,Venta,Tarragona,114.0,461130.0,2006-12-26,Joaquín
2281,2006-03-29,Casa,Venta,Tarragona,76.0,385396.0,2007-02-17,Jesús
2284,2006-03-30,Piso,Venta,Girona,203.0,875336.0,2006-08-28,María
2285,2006-03-30,Local,Venta,Lleida,108.0,780516.0,2006-10-07,Joaquín
2286,2006-03-30,Suelo,Venta,Tarragona,230.0,1690730.0,2006-11-15,Carmen
2287,2006-03-30,Industrial,Venta,Girona,134.0,780148.0,2006-08-23,Joaquín
2288,2006-03-31,Industrial,Venta,Barcelona,111.0,882783.0,2006-09-07,María
2289,2006-03-31,Piso,Venta,Lleida,97.0,950891.0,2007-03-13,Luisa
2290,2006-03-31,Piso,Venta,Girona,283.0,1227937.0,2006-12-31,Joaquín
2291,2006-03-31,Suelo,Venta,Barcelona,295.0,1490930.0,2007-03-14,Joaquín
2292,2006-04-01,Local,Venta,Tarragona,102.0,828138.0,2006-11-12,Carmen
2293,2006-04-01,Suelo,Venta,Tarragona,112.0,485520.0,2006-12-08,Luisa
2294,2006-04-01,Local,Venta,Barcelona,155.0,1425690.0,2006-11-08,Jesús
2303,2006-04-04,Local,Venta,Barcelona,185.0,779220.0,2006-10-26,María
2305,2006-04-04,Piso,Venta,Lleida,150.0,1267950.0,2006-09-15,Jesús
2308,2006-04-05,Parking,Venta,Tarragona,298.0,2236490.0,2007-01-07,Joaquín
2309,2006-04-06,Suelo,Venta,Girona,82.0,593352.0,2006-11-25,Joaquín
2315,2006-04-07,Parking,Venta,Girona,181.0,1789185.0,2007-01-27,Carmen
2316,2006-04-08,Parking,Venta,Tarragona,151.0,737635.0,2007-03-12,Carmen
2317,2006-04-08,Suelo,Venta,Tarragona,179.0,809080.0,2006-09-01,Jesús
2318,2006-04-09,Piso,Venta,Lleida,47.0,313537.0,2007-01-05,Joaquín
2322,2006-04-09,Local,Venta,Tarragona,141.0,1058628.0,2007-01-29,Luisa
2323,2006-04-10,Piso,Venta,Girona,182.0,1400308.0,2007-01-07,Joaquín
2325,2006-04-10,Casa,Venta,Girona,89.0,729444.0,2006-12-27,Luisa
2326,2006-04-11,Industrial,Venta,Tarragona,161.0,1240827.0,2007-03-05,Carmen
2328,2006-04-12,Local,Venta,Tarragona,188.0,1772840.0,2006-12-08,Pedro
2330,2006-04-12,Parking,Venta,Lleida,224.0,1901536.0,2007-03-23,Joaquín
2331,2006-04-12,Industrial,Venta,Lleida,180.0,984780.0,2006-09-01,Joaquín
2332,2006-04-13,Industrial,Venta,Lleida,135.0,973890.0,2007-01-09,Joaquín
2333,2006-04-13,Industrial,Venta,Barcelona,288.0,1781568.0,2006-09-24,María
2336,2006-04-14,Local,Venta,Barcelona,193.0,1826938.0,2006-09-12,Pedro
2338,2006-04-16,Local,Venta,Lleida,211.0,958151.0,2007-02-01,Carmen
2339,2006-04-16,Casa,Venta,Tarragona,196.0,1670116.0,2006-09-19,Pedro
2340,2006-04-17,Piso,Venta,Girona,220.0,1282820.0,2006-11-25,Carmen
2341,2006-04-17,Suelo,Venta,Lleida,244.0,1386164.0,2007-03-27,María
2345,2006-04-21,Industrial,Venta,Lleida,143.0,1258972.0,2006-12-03,Luisa
2348,2006-04-22,Casa,Venta,Girona,107.0,668322.0,2007-04-13,María
2351,2006-04-22,Local,Venta,Tarragona,252.0,1690164.0,2006-11-16,María
2354,2006-04-22,Casa,Venta,Barcelona,289.0,1504823.0,2006-10-31,Luisa
2355,2006-04-23,Parking,Venta,Girona,199.0,1777866.0,2006-12-23,Jesús
2357,2006-04-23,Suelo,Venta,Girona,287.0,1567020.0,2006-08-17,Carmen
2360,2006-04-26,Local,Venta,Barcelona,218.0,2136182.0,2007-01-14,Luisa
2366,2006-04-29,Local,Venta,Tarragona,243.0,2047761.0,2006-10-12,María
2367,2006-04-29,Casa,Venta,Lleida,134.0,1024698.0,2006-11-09,Jesús
2370,2006-04-29,Suelo,Venta,Lleida,270.0,2364390.0,2007-04-02,Luisa
2372,2006-04-30,Piso,Venta,Barcelona,200.0,1996000.0,2006-08-05,Joaquín
2373,2006-05-01,Piso,Venta,Lleida,239.0,1264310.0,2007-02-15,Carmen
2374,2006-05-01,Local,Venta,Girona,138.0,686826.0,2007-04-30,María
2377,2006-05-02,Local,Venta,Barcelona,292.0,1538256.0,2007-05-01,Jesús
2378,2006-05-02,Piso,Venta,Barcelona,233.0,1220454.0,2007-04-18,Carmen
2380,2006-05-02,Parking,Venta,Girona,205.0,1921260.0,2006-12-17,María
2381,2006-05-03,Casa,Venta,Barcelona,148.0,749472.0,2006-10-26,María
2383,2006-05-03,Casa,Venta,Girona,91.0,680043.0,2007-02-03,Pedro
2386,2006-05-04,Casa,Venta,Girona,294.0,1784580.0,2007-01-28,Luisa
2387,2006-05-05,Parking,Venta,Lleida,106.0,594130.0,2006-12-03,Carmen
2389,2006-05-05,Casa,Venta,Lleida,290.0,1853390.0,2007-05-01,Luisa
2393,2006-05-09,Industrial,Venta,Girona,171.0,708795.0,2007-04-07,Carmen
2395,2006-05-11,Local,Venta,Barcelona,170.0,1602930.0,2006-11-05,Joaquín
2398,2006-05-12,Piso,Venta,Tarragona,106.0,729280.0,2007-03-22,Jesús
2400,2006-05-13,Local,Venta,Girona,216.0,2144448.0,2007-01-26,María
2406,2006-05-14,Local,Venta,Barcelona,139.0,560170.0,2006-08-27,Jesús
2409,2006-05-15,Parking,Venta,Tarragona,67.0,615663.0,2007-03-24,Jesús
2410,2006-05-15,Industrial,Venta,Tarragona,201.0,1163388.0,2007-01-24,Joaquín
2415,2006-05-16,Suelo,Venta,Girona,179.0,832529.0,2006-09-29,Jesús
2416,2006-05-17,Local,Venta,Girona,184.0,1113016.0,2007-01-15,María
2421,2006-05-19,Industrial,Venta,Tarragona,280.0,2370200.0,2007-02-04,Luisa
2424,2006-05-20,Suelo,Venta,Barcelona,285.0,2603190.0,2006-11-15,Joaquín
2425,2006-05-20,Suelo,Venta,Girona,247.0,2320565.0,2007-05-01,Jesús
2426,2006-05-21,Parking,Venta,Barcelona,213.0,928041.0,2006-12-10,Luisa
2428,2006-05-21,Casa,Venta,Girona,273.0,2682225.0,,
2429,2006-05-21,Casa,Venta,Girona,245.0,2037420.0,2007-04-04,Pedro
2430,2006-05-22,Suelo,Venta,Lleida,271.0,2303500.0,2007-01-22,Luisa
2432,2006-05-22,Piso,Venta,Girona,203.0,1315846.0,2007-02-27,Carmen
2435,2006-05-25,Suelo,Venta,Girona,61.0,380274.0,,
2437,2006-05-26,Piso,Venta,Lleida,129.0,818505.0,2006-08-30,Carmen
2446,2006-05-28,Piso,Venta,Girona,106.0,922200.0,2007-03-16,Pedro
2448,2006-05-29,Suelo,Venta,Barcelona,228.0,2203620.0,2007-03-29,Joaquín
2449,2006-05-29,Parking,Venta,Girona,202.0,1524898.0,2006-12-28,Carmen
2451,2006-05-30,Suelo,Venta,Lleida,83.0,825518.0,2007-04-29,Joaquín
2452,2006-05-30,Local,Venta,Tarragona,181.0,1438226.0,2006-12-27,Pedro
2454,2006-05-31,Casa,Venta,Tarragona,190.0,1410370.0,2006-11-01,María
2455,2006-05-31,Casa,Venta,Barcelona,156.0,916500.0,2006-09-11,Joaquín
2456,2006-06-01,Piso,Venta,Lleida,234.0,1305720.0,2006-08-31,Luisa
2458,2006-06-01,Casa,Venta,Lleida,270.0,1097010.0,2007-04-02,María
2461,2006-06-02,Piso,Venta,Lleida,246.0,1044762.0,2007-03-22,María
2462,2006-06-03,Piso,Venta,Girona,110.0,1026300.0,2007-02-08,Luisa
2463,2006-06-03,Suelo,Venta,Tarragona,262.0,1843694.0,2006-12-29,Carmen
2464,2006-06-03,Industrial,Venta,Lleida,122.0,1107028.0,2006-11-19,Pedro
2466,2006-06-03,Piso,Venta,Lleida,224.0,1705760.0,2007-03-03,Jesús
2467,2006-06-04,Piso,Venta,Barcelona,57.0,360696.0,2007-02-05,Pedro
2468,2006-06-04,Casa,Venta,Barcelona,260.0,1616680.0,2007-04-25,Carmen
2469,2006-06-04,Parking,Venta,Girona,129.0,616878.0,2006-11-21,María
2473,2006-06-06,Local,Venta,Lleida,126.0,1199394.0,2006-12-08,Carmen
2477,2006-06-06,Suelo,Venta,Girona,294.0,2353176.0,2006-10-26,Pedro
2478,2006-06-06,Parking,Venta,Tarragona,73.0,395879.0,2007-02-08,Jesús
2481,2006-06-06,Industrial,Venta,Barcelona,215.0,984915.0,2006-12-07,María
2485,2006-06-08,Casa,Venta,Girona,115.0,1147585.0,2006-11-13,Joaquín
2490,2006-06-10,Local,Venta,Girona,160.0,1368480.0,2007-01-07,Joaquín
2491,2006-06-10,Local,Venta,Girona,90.0,872280.0,2007-04-17,Joaquín
2493,2006-06-11,Casa,Venta,Girona,77.0,745822.0,2006-12-21,Jesús
2494,2006-06-11,Piso,Venta,Girona,98.0,918652.0,,
2495,2006-06-11,Piso,Venta,Barcelona,149.0,701492.0,2006-11-02,Carmen
2501,2006-06-13,Suelo,Venta,Tarragona,89.0,422750.0,,
2502,2006-06-13,Parking,Venta,Girona,282.0,2717634.0,2006-11-30,Pedro
2503,2006-06-13,Local,Venta,Barcelona,245.0,2090340.0,,
2507,2006-06-15,Suelo,Venta,Girona,204.0,1267452.0,,
2509,2006-06-16,Suelo,Venta,Barcelona,146.0,954986.0,2007-04-23,María
2511,2006-06-16,Piso,Venta,Tarragona,280.0,2384480.0,2007-01-01,Pedro
2512,2006-06-17,Casa,Venta,Barcelona,180.0,887940.0,2006-10-12,Jesús
2513,2006-06-17,Industrial,Venta,Lleida,134.0,1083256.0,2007-01-05,Jesús
2517,2006-06-18,Casa,Venta,Tarragona,248.0,1826024.0,,
2523,2006-06-22,Industrial,Venta,Tarragona,91.0,885339.0,2006-09-28,Pedro
2526,2006-06-23,Suelo,Venta,Lleida,298.0,2458798.0,2006-12-10,Jesús
2531,2006-06-25,Piso,Venta,Tarragona,66.0,373032.0,,
2534,2006-06-26,Piso,Venta,Lleida,99.0,819621.0,2006-10-11,Pedro
2535,2006-06-27,Piso,Venta,Girona,214.0,1988702.0,,
2537,2006-06-28,Casa,Venta,Lleida,214.0,1504420.0,2006-12-14,Joaquín
2540,2006-06-30,Suelo,Venta,Lleida,209.0,1844425.0,2007-04-10,Pedro
2542,2006-06-30,Industrial,Venta,Girona,46.0,373106.0,,
2544,2006-07-01,Industrial,Venta,Girona,212.0,1691124.0,2006-10-19,María
2547,2006-07-02,Industrial,Venta,Girona,195.0,1576380.0,2007-04-24,Luisa
2554,2006-07-04,Casa,Venta,Barcelona,267.0,2091144.0,2006-12-24,Luisa
2559,2006-07-07,Piso,Venta,Girona,136.0,580856.0,,
2561,2006-07-07,Industrial,Venta,Girona,144.0,598320.0,,
2563,2006-07-08,Local,Venta,Girona,103.0,766320.0,2007-04-24,Jesús
2566,2006-07-09,Suelo,Venta,Barcelona,157.0,914839.0,2006-10-21,Jesús
2569,2006-07-10,Parking,Venta,Barcelona,93.0,512430.0,2007-04-28,Carmen
2570,2006-07-10,Suelo,Venta,Tarragona,191.0,1127473.0,2007-04-01,Luisa
2571,2006-07-10,Industrial,Venta,Tarragona,169.0,1154101.0,,
2572,2006-07-11,Industrial,Venta,Lleida,138.0,668748.0,2007-01-19,Carmen
2573,2006-07-11,Parking,Venta,Barcelona,256.0,2470912.0,,
2575,2006-07-13,Suelo,Venta,Barcelona,167.0,888941.0,2007-04-19,Luisa
2581,2006-07-16,Casa,Venta,Girona,101.0,889608.0,2007-01-13,María
2586,2006-07-18,Casa,Venta,Barcelona,229.0,1634373.0,2006-12-19,Jesús
2587,2006-07-18,Industrial,Venta,Barcelona,193.0,1559054.0,,
2590,2006-07-19,Suelo,Venta,Tarragona,213.0,1359579.0,2007-02-24,Carmen
2591,2006-07-19,Parking,Venta,Girona,150.0,1076250.0,2006-11-05,Carmen
2593,2006-07-20,Local,Venta,Lleida,265.0,1632930.0,2007-03-08,María
2596,2006-07-21,Suelo,Venta,Girona,68.0,489600.0,2007-03-17,Jesús
2598,2006-07-22,Casa,Venta,Lleida,259.0,1626779.0,2007-05-01,Joaquín
2599,2006-07-22,Parking,Venta,Barcelona,64.0,485824.0,2007-02-24,María
2600,2006-07-22,Parking,Venta,Girona,200.0,1021000.0,2006-11-20,Joaquín
2602,2006-07-23,Parking,Venta,Girona,98.0,497546.0,2006-12-24,Luisa
2612,2006-07-28,Casa,Venta,Barcelona,294.0,2618364.0,,
2613,2006-07-28,Parking,Venta,Tarragona,242.0,1844282.0,,
2617,2006-07-29,Industrial,Venta,Lleida,84.0,769860.0,2007-01-02,Joaquín
2620,2006-07-31,Suelo,Venta,Tarragona,194.0,1476534.0,2006-11-27,Luisa
2624,2006-08-01,Local,Venta,Tarragona,277.0,1232927.0,,
2625,2006-08-01,Suelo,Venta,Girona,97.0,515555.0,,
2626,2006-08-02,Suelo,Venta,Girona,259.0,1202537.0,2007-04-16,María
2628,2006-08-02,Suelo,Venta,Tarragona,295.0,1706280.0,2007-02-03,Joaquín
2630,2006-08-03,Piso,Venta,Lleida,291.0,1776555.0,,
2631,2006-08-04,Industrial,Venta,Lleida,186.0,1527618.0,2007-03-26,Joaquín
2632,2006-08-04,Piso,Venta,Tarragona,115.0,880440.0,2007-01-21,María
2633,2006-08-06,Suelo,Venta,Girona,234.0,1994382.0,2007-03-04,María
2636,2006-08-07,Parking,Venta,Girona,249.0,1422537.0,2007-04-02,Luisa
2638,2006-08-08,Parking,Venta,Girona,211.0,1456322.0,2006-11-23,Carmen
2639,2006-08-08,Local,Venta,Tarragona,78.0,596778.0,2006-12-06,Pedro
2643,2006-08-09,Industrial,Venta,Barcelona,282.0,2205240.0,,
2644,2006-08-10,Casa,Venta,Lleida,232.0,1341656.0,2006-12-01,Joaquín
2648,2006-08-11,Casa,Venta,Girona,112.0,1093456.0,2007-01-24,Pedro
2649,2006-08-11,Piso,Venta,Tarragona,275.0,1324125.0,2006-12-31,Carmen
2651,2006-08-13,Local,Venta,Tarragona,98.0,957264.0,,
2652,2006-08-13,Parking,Venta,Barcelona,110.0,643060.0,2006-12-24,Carmen
2654,2006-08-13,Suelo,Venta,Lleida,118.0,891136.0,,
2661,2006-08-17,Local,Venta,Lleida,179.0,954249.0,2006-12-21,Carmen
2663,2006-08-19,Parking,Venta,Lleida,164.0,1165548.0,,
2667,2006-08-21,Piso,Venta,Tarragona,84.0,554148.0,,
2668,2006-08-22,Industrial,Venta,Girona,165.0,889350.0,2007-01-11,Carmen
2670,2006-08-22,Parking,Venta,Lleida,99.0,925749.0,,
2671,2006-08-22,Local,Venta,Barcelona,128.0,996096.0,2007-04-27,Luisa
2673,2006-08-23,Casa,Venta,Barcelona,173.0,760854.0,2007-03-13,Jesús
2674,2006-08-23,Piso,Venta,Barcelona,41.0,219145.0,2006-12-21,Carmen
2675,2006-08-23,Piso,Venta,Girona,294.0,2574558.0,,
2676,2006-08-24,Suelo,Venta,Lleida,214.0,1114940.0,,
2677,2006-08-24,Casa,Venta,Tarragona,239.0,1793695.0,2006-12-16,Carmen
2679,2006-08-25,Local,Venta,Tarragona,228.0,1096452.0,2007-03-31,Luisa
2681,2006-08-26,Suelo,Venta,Lleida,269.0,1971501.0,,
2687,2006-08-28,Parking,Venta,Girona,220.0,1230240.0,,
2688,2006-08-28,Piso,Venta,Girona,263.0,2173169.0,2007-01-20,María
2689,2006-08-29,Local,Venta,Barcelona,272.0,2399312.0,2006-12-28,Luisa
2692,2006-08-29,Piso,Venta,Tarragona,215.0,1981440.0,2007-05-03,Jesús
2693,2006-08-30,Piso,Venta,Lleida,233.0,2200452.0,,
2694,2006-08-30,Suelo,Venta,Girona,186.0,1695948.0,2007-03-23,Pedro
2695,2006-08-30,Casa,Venta,Tarragona,255.0,2080290.0,2007-01-19,Luisa
2698,2006-09-01,Piso,Venta,Tarragona,70.0,634130.0,2007-02-19,Joaquín
2699,2006-09-02,Piso,Venta,Girona,179.0,1025491.0,,
2700,2006-09-03,Suelo,Venta,Girona,203.0,1191610.0,2006-12-24,María
2702,2006-09-04,Casa,Venta,Barcelona,289.0,2534241.0,2007-01-28,María
2706,2006-09-05,Piso,Venta,Tarragona,51.0,351492.0,2007-01-26,María
2710,2006-09-07,Parking,Venta,Girona,286.0,2153580.0,,
2715,2006-09-07,Local,Venta,Lleida,224.0,2076480.0,,
2719,2006-09-09,Casa,Venta,Lleida,188.0,918380.0,,
2720,2006-09-09,Parking,Venta,Tarragona,48.0,256992.0,,
2721,2006-09-10,Parking,Venta,Barcelona,251.0,2180939.0,,
2723,2006-09-10,Parking,Venta,Lleida,202.0,874256.0,,
2725,2006-09-11,Piso,Venta,Tarragona,100.0,545100.0,2007-01-11,Pedro
2726,2006-09-11,Local,Venta,Tarragona,230.0,1580790.0,2007-03-04,Carmen
2729,2006-09-13,Parking,Venta,Barcelona,68.0,583236.0,,
2730,2006-09-13,Piso,Venta,Barcelona,294.0,2885316.0,2007-02-13,María
2733,2006-09-15,Local,Venta,Girona,197.0,1967242.0,2006-12-28,Pedro
2740,2006-09-19,Industrial,Venta,Barcelona,144.0,672192.0,2007-02-15,María
2741,2006-09-19,Suelo,Venta,Lleida,182.0,1298752.0,,
2742,2006-09-19,Piso,Venta,Tarragona,137.0,578688.0,,
2743,2006-09-19,Industrial,Venta,Tarragona,245.0,1728230.0,,
2745,2006-09-20,Suelo,Venta,Barcelona,131.0,1134984.0,,
2747,2006-09-20,Industrial,Venta,Tarragona,132.0,579348.0,2006-12-31,Carmen
2748,2006-09-21,Casa,Venta,Lleida,211.0,1326135.0,,
2749,2006-09-21,Parking,Venta,Lleida,257.0,2121278.0,2007-02-23,Joaquín
2751,2006-09-22,Local,Venta,Girona,257.0,2242839.0,,
2752,2006-09-22,Suelo,Venta,Lleida,138.0,1317210.0,2007-01-07,María
2753,2006-09-23,Piso,Venta,Barcelona,254.0,2001266.0,2007-02-10,Luisa
2757,2006-09-25,Piso,Venta,Lleida,98.0,458346.0,,
2761,2006-09-27,Local,Venta,Tarragona,211.0,1819875.0,,
2764,2006-09-28,Suelo,Venta,Lleida,115.0,1094225.0,,
2766,2006-09-29,Industrial,Venta,Barcelona,216.0,1734264.0,2007-05-06,Pedro
2767,2006-09-29,Casa,Venta,Barcelona,258.0,1536906.0,,
2768,2006-09-30,Casa,Venta,Girona,142.0,1194078.0,2007-03-30,Joaquín
2769,2006-09-30,Piso,Venta,Girona,244.0,2291404.0,2007-04-23,María
2770,2006-10-02,Industrial,Venta,Girona,77.0,496881.0,2007-02-01,Luisa
2772,2006-10-02,Piso,Venta,Barcelona,292.0,1536212.0,,
2774,2006-10-03,Local,Venta,Barcelona,192.0,1484544.0,,
2775,2006-10-04,Piso,Venta,Girona,290.0,2381770.0,2007-03-11,María
2776,2006-10-04,Industrial,Venta,Tarragona,284.0,2072632.0,2007-02-02,Joaquín
2777,2006-10-04,Piso,Venta,Lleida,145.0,949025.0,2007-01-20,Joaquín
2778,2006-10-04,Casa,Venta,Girona,295.0,1658785.0,,
2779,2006-10-05,Industrial,Venta,Girona,157.0,1242498.0,2007-03-26,Luisa
2780,2006-10-05,Suelo,Venta,Tarragona,95.0,724090.0,,
2781,2006-10-05,Industrial,Venta,Barcelona,182.0,896532.0,,
2782,2006-10-06,Local,Venta,Tarragona,223.0,985883.0,2007-04-14,Luisa
2784,2006-10-07,Suelo,Venta,Girona,51.0,288966.0,,
2785,2006-10-07,Suelo,Venta,Tarragona,215.0,1015015.0,2007-03-03,Carmen
2786,2006-10-07,Casa,Venta,Tarragona,123.0,1211427.0,2007-04-09,Jesús
2789,2006-10-08,Industrial,Venta,Girona,212.0,1565620.0,2007-04-04,María
2790,2006-10-08,Piso,Venta,Barcelona,99.0,914463.0,2007-01-22,Jesús
2791,2006-10-08,Local,Venta,Lleida,217.0,1770503.0,2007-02-11,Pedro
2792,2006-10-09,Casa,Venta,Girona,250.0,1370500.0,,
2793,2006-10-09,Casa,Venta,Girona,57.0,360582.0,,
2796,2006-10-10,Parking,Venta,Lleida,275.0,2096050.0,,
2799,2006-10-11,Casa,Venta,Barcelona,212.0,2108128.0,,
2800,2006-10-13,Suelo,Venta,Tarragona,189.0,1794366.0,,
2802,2006-10-13,Parking,Venta,Tarragona,244.0,2429752.0,2007-01-15,Carmen
2804,2006-10-13,Local,Venta,Girona,271.0,1923558.0,2007-04-17,Luisa
2806,2006-10-14,Piso,Venta,Barcelona,133.0,1066527.0,2007-04-30,Luisa
2808,2006-10-15,Parking,Venta,Girona,206.0,1659742.0,2007-03-08,Jesús
2811,2006-10-16,Local,Venta,Tarragona,85.0,839630.0,,
2812,2006-10-17,Industrial,Venta,Barcelona,292.0,1905300.0,2007-03-12,Carmen
2814,2006-10-17,Local,Venta,Girona,181.0,1405465.0,,
2817,2006-10-18,Casa,Venta,Tarragona,44.0,224928.0,,
2819,2006-10-19,Local,Venta,Lleida,122.0,817156.0,,
2820,2006-10-19,Casa,Venta,Lleida,239.0,1215554.0,2007-05-03,Luisa
2823,2006-10-22,Parking,Venta,Girona,196.0,1210496.0,,
2824,2006-10-22,Casa,Venta,Lleida,275.0,2669425.0,2007-03-23,Jesús
2827,2006-10-23,Parking,Venta,Tarragona,187.0,1513765.0,,
2833,2006-10-25,Piso,Venta,Tarragona,192.0,1661760.0,,
2834,2006-10-26,Local,Venta,Lleida,293.0,1956068.0,2007-05-03,Jesús
2836,2006-10-26,Industrial,Venta,Girona,50.0,466850.0,,
2838,2006-10-26,Local,Venta,Barcelona,53.0,506256.0,,
2844,2006-10-29,Industrial,Venta,Girona,247.0,1843361.0,2007-01-30,Pedro
2849,2006-10-31,Parking,Venta,Barcelona,285.0,1638750.0,2007-05-04,Carmen
2853,2006-11-02,Casa,Venta,Girona,190.0,1105230.0,,
2855,2006-11-02,Casa,Venta,Girona,141.0,821889.0,,
2862,2006-11-03,Industrial,Venta,Girona,67.0,637103.0,2007-04-26,Pedro
2865,2006-11-04,Piso,Venta,Lleida,292.0,1427004.0,,
2870,2006-11-05,Industrial,Venta,Lleida,246.0,2345364.0,,
2871,2006-11-06,Parking,Venta,Lleida,267.0,1516293.0,2007-02-21,Joaquín
2872,2006-11-07,Industrial,Venta,Barcelona,136.0,1262624.0,2007-03-27,Carmen
2875,2006-11-07,Casa,Venta,Girona,129.0,722013.0,2007-03-18,Carmen
2877,2006-11-08,Parking,Venta,Girona,124.0,950832.0,,
2880,2006-11-09,Local,Venta,Girona,127.0,815467.0,2007-04-25,Pedro
2881,2006-11-09,Piso,Venta,Tarragona,55.0,238975.0,,
2882,2006-11-09,Casa,Venta,Barcelona,70.0,407610.0,,
2889,2006-11-12,Industrial,Venta,Barcelona,72.0,449064.0,,
2891,2006-11-13,Industrial,Venta,Barcelona,262.0,2517034.0,,
2894,2006-11-14,Suelo,Venta,Tarragona,124.0,1014196.0,,
2898,2006-11-17,Industrial,Venta,Girona,105.0,1045905.0,2007-04-24,Joaquín
2899,2006-11-18,Suelo,Venta,Girona,51.0,344811.0,,
2900,2006-11-18,Casa,Venta,Tarragona,70.0,598290.0,,
2901,2006-11-19,Parking,Venta,Girona,135.0,563760.0,2007-03-13,Pedro
2902,2006-11-19,Piso,Venta,Barcelona,199.0,1370911.0,,
2911,2006-11-24,Local,Venta,Lleida,218.0,2102174.0,,
2912,2006-11-24,Parking,Venta,Barcelona,131.0,1008176.0,,
2914,2006-11-24,Parking,Venta,Barcelona,185.0,1635030.0,,
2915,2006-11-24,Suelo,Venta,Tarragona,176.0,1185536.0,,
2916,2006-11-26,Local,Venta,Lleida,265.0,1820285.0,,
2918,2006-11-27,Parking,Venta,Lleida,49.0,327271.0,,
2921,2006-11-27,Suelo,Venta,Tarragona,60.0,288360.0,2007-03-25,Jesús
2924,2006-11-28,Casa,Venta,Barcelona,49.0,367206.0,2007-04-03,Jesús
2929,2006-11-29,Parking,Venta,Girona,82.0,643290.0,,
2930,2006-11-29,Local,Venta,Barcelona,230.0,1847590.0,,
2931,2006-11-30,Piso,Venta,Lleida,86.0,707350.0,,
2932,2006-11-30,Parking,Venta,Girona,44.0,353628.0,,
2933,2006-11-30,Casa,Venta,Barcelona,261.0,1752093.0,,
2935,2006-11-30,Casa,Venta,Barcelona,219.0,883446.0,,
2936,2006-12-01,Piso,Venta,Girona,100.0,905600.0,2007-05-07,Joaquín
2938,2006-12-02,Parking,Venta,Barcelona,187.0,1274218.0,,
2939,2006-12-02,Local,Venta,Barcelona,94.0,789976.0,2007-03-08,María
2940,2006-12-03,Piso,Venta,Barcelona,274.0,2474220.0,,
2942,2006-12-04,Piso,Venta,Barcelona,261.0,2198403.0,2007-03-09,Joaquín
2945,2006-12-05,Piso,Venta,Lleida,136.0,1323280.0,,
2946,2006-12-06,Suelo,Venta,Barcelona,186.0,1367100.0,,
2950,2006-12-07,Parking,Venta,Tarragona,147.0,1045317.0,,
2953,2006-12-08,Local,Venta,Barcelona,185.0,1255595.0,,
2956,2006-12-09,Piso,Venta,Tarragona,61.0,258030.0,,
2959,2006-12-10,Industrial,Venta,Girona,117.0,575640.0,,
2962,2006-12-11,Piso,Venta,Tarragona,197.0,1077196.0,2007-04-12,María
2963,2006-12-11,Local,Venta,Tarragona,242.0,1246058.0,,
2964,2006-12-11,Local,Venta,Barcelona,128.0,752896.0,,
